TrainingDataset	HumanGeneID	MouseOrthologGeneID	Symbol	Synonyms	Description	EnsemblGeneID	ProteinLength	TargetP_Score	MitoDomain_Score	CoexpressionGnfN50_Score	PGC_Induction_Score	YeastMitoHomolog_Score	RickettsiaHomolog_Score	MSMS_Score	MCARTA2.0_score	MCARTA2_FDR	MCARTA2_LIST	MCARTA2_EVIDENCE	hg19_Chromosome	hg19_Start	hg19_Stop	MSMS_NUM_TISSUES	MSMS_NUM_PEPTIDES_UNIQUE	MSMS_NUM_SPECTRA	MSMS_TOTAL_INTENSITY	MSMS_PERCENT_COVERAGE	Tissues	cerebrum_total_peak_intensity_log10	cerebellum_total_peak_intensity_log10	brainstem_total_peak_intensity_log10	spinalcord_total_peak_intensity_log10	kidney_total_peak_intensity_log10	liver_total_peak_intensity_log10	heart_total_peak_intensity_log10	skeletalmuscle_total_peak_intensity_log10	adipose_total_peak_intensity_log10	smallintestine_total_peak_intensity_log10	largeintestine_total_peak_intensity_log10	stomach_total_peak_intensity_log10	placenta_total_peak_intensity_log10	testis_total_peak_intensity_log10	HPA_PrimarySubcellularLocalization_2015
Tpossible_mito	3417	15926	IDH1	HEL-216|HEL-S-26|IDCD|IDH|IDP|IDPC|PICD|O75874	"isocitrate dehydrogenase 1 (NADP+), soluble"	ENSG00000138413	414		SharedDomain	2	0.23	OrthologMitoHighConf	Homolog	25-50crude	9.2614	0.017	1	"yeast mito homolog++, Rickettsial homolog, mito protein domain"	chr2	209100950	209119867	11	16	195	1.08E+10	38	"brainstem, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"			7.2		8.9	8.6	9.8	8.4	8.8	9.1	8.1	9	8.4	8.1	
Tmito	221154	68514	MICU2	1110008L20Rik|EFHA1|Q8IYU8	mitochondrial calcium uptake 2	ENSG00000165487	434	1	SharedDomain	2		NoMitoHomolog	NoHomolog	25-50pure	9.1993	0.017	1	"literature, APEX_IMS, GFP, targetP signal+, mito protein domain, MS/MS+"	chr13	22066827	22178355	4	16	64	1.00E+09	38	"smallintestine, largeintestine, placenta, testis"										8.7	8.5		8.1	8	
Tpossible_mito	84105	72562	PCBD2	DCOH2|DCOHM|PHS2|Q9H0N5	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2	ENSG00000132570	130	1	NonMitoDomain	0	0.61	HomologMitoLowConf	NoHomolog	50-75ambig	9.1845	0.017	1	"targetP signal+, induction, MS/MS"	chr5	134240809	134298336	12	10	93	2.18E+09	64	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.7	7.3	8	7.4	8.8	8.5			8.3	8.4	8.2	8.2	8.3	7.9	"Plasma membrane (APE, Uncertain)"
Tmito	55278	76563	QRSL1	GatA|Q9H0R6	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	ENSG00000130348	528		SharedDomain	6		HomologMitoHighConf	Homolog	25-50ambig	9.164	0.017	1	"literature, APEX_matrix, GFP, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	chr6	107077440	107116292	8	13	34	1.88E+08	37	"brainstem, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"			7.3				7.2	7.7	6.8		7.5	7	7.6	7.2	"Vesicles;Centrosome (APE, Uncertain)"
Tpossible_mito	57143	72113	ADCK1	Q86TW2	aarF domain containing kinase 1	ENSG00000063761	523		SharedDomain	2		OrthologMitoLowConf	Homolog	25-50ambig	9.1463	0.017	1	"yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS"	chr14	78266425	78400297	8	14	46	3.35E+08	27	"cerebrum, spinalcord, kidney, heart, skeletalmuscle, adipose, stomach, placenta"	7.1			7.6	7.6		7.3	7.5	8			7.5	7.8		"Nucleus but not nucleoli (APE, Uncertain)"
Tpossible_mito	9588	11758	PRDX6	1-Cys|AOP2|HEL-S-128m|NSGPx|PRX|aiPLA2|p29|P30041	peroxiredoxin 6	ENSG00000117592	224		SharedDomain	2		OrthologMitoHighConf	Homolog	50-75crude	9.1304	0.017	1	"yeast mito homolog++, Rickettsial homolog, mito protein domain"	chr1	173446485	173457946	10	15	86	1.85E+09	67	"cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, placenta, testis"	7.8	7.9	8.4	8		8.1			6.7	7.9	7.2		8.5	8.9	"Plasma membrane;Cytoplasm (APE, Supportive)"
Tnon_mito	7086	21881	TKT	HEL107|TK|TKT1|P29401	transketolase	ENSG00000163931	631		MitoDomain	0	0.71	NoMitoHomolog	Homolog	50-75crude	9.1077	0.017	1	"Rickettsial homolog, mito protein domain+, induction"	chr3	53258722	53290130	10	33	176	3.36E+09	64	"cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, smallintestine, stomach, placenta, testis"	7.7	7.6	9	8.5		7.6			8.7	9.1		7.5	7.3	7.6	"Nucleus but not nucleoli (APE, Supportive)"
Tmito	8508	18082	NIPSNAP1	Q9BPW8	nipsnap homolog 1 (C. elegans)	ENSG00000184117	284	2	NonMitoDomain	7		NoMitoHomolog	NoHomolog	75-100pure	9.1051	0.018	1	"APEX_matrix, targetP signal, coexpression, MS/MS++"	chr22	29950797	29977326	14	29	644	6.52E+10	79	all 14	10.1	9.8	10	9.6	9.6	10.3	9	7.3	8.9	8.8	9.3	8.2	9.2	8.6	
Tpossible_mito	2617	353172	GARS	CMT2D|DSMAV|GlyRS|HMN5|SMAD1|P41250	glycyl-tRNA synthetase	ENSG00000106105	739	3	SharedDomain	3	1.62	HomologMitoHighConf	NoHomolog	25-50crude	9.0665	0.018	1	"targetP signal, yeast mito homolog, mito protein domain, induction"	chr7	30634180	30673648	12	34	137	1.22E+09	43	"cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.4	7.8	8.1	8.3		8.5		7.1	7	7.3	8.1	6.9	8.5	7.5	"Cytoplasm (APE, Supportive)"
Tpossible_mito	123876	233799	ACSM2A	A-923A4.1|ACSM2|Q08AH3	acyl-CoA synthetase medium-chain family member 2A	ENSG00000183747	577	2	SharedDomain	2		HomologMitoLowConf	NoHomolog	75-100ambig	9.0362	0.018	1	"targetP signal, mito protein domain, MS/MS+"	chr16	20462858	20498991	3	44	694	2.92E+11	76	"kidney, liver, heart"					11.5	9.4	8								
Tmito	84275	70556	SLC25A33	BMSC-MCP|PNC1|Q9BSK2	"solute carrier family 25 (pyrimidine nucleotide carrier), member 33"	ENSG00000171612	321		MitoDomain	2	0.47	OrthologMitoLowConf	NoHomolog	0-25ambig	9.0313	0.018	1	"literature, yeast mito homolog+, mito protein domain+"	chr1	9599527	9642831	4	4	10	2.33E+08	19	"brainstem, spinalcord, placenta, testis"			7.7	7.6									7.6	8	
Tnon_mito	207063	236082	DHRSX	CXorf11|DHRS5X|DHRS5Y|DHRSXY|DHRSY|SDR46C1|Q8N5I4	dehydrogenase/reductase (SDR family) X-linked	ENSG00000169084	330	2	SharedDomain	NA		OrthologMitoLowConf	Homolog		8.9774	0.018	1	"targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain"	chrX	2137554	2419015																					"Cytoplasm;Cytoskeleton (Actin filaments) (APE, Uncertain)"
Tnon_mito	201229	66274	LYRM9	C17orf108|A8MSI8	LYR motif containing 9	ENSG00000232859	78	3	MitoDomain	2		NoMitoHomolog	NoHomolog	50-75ambig	8.9622	0.019	1	"targetP signal, mito protein domain+, MS/MS"	chr17	26205339	26220409	4	5	14	3.84E+07	55	"cerebellum, heart, adipose, testis"		6.7					6.6		6.6					7.4	
Tpossible_mito	53917	19336	RAB24	Q969Q5	"RAB24, member RAS oncogene family"	ENSG00000169228	203		SharedDomain	5	0.83	HomologMitoLowConf	NoHomolog	50-75ambig	8.9534	0.02	1	"mito protein domain, induction, coexpression, MS/MS"	chr5	176728190	176730745	8	11	71	7.84E+08	50	"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, stomach, testis"	8.3	8.2	8.4	8.1				6.5	7.6			6.8		7.4	
Tmito	25973	230577	PARS2	MT-PRORS|Q7L3T8	"prolyl-tRNA synthetase 2, mitochondrial (putative)"	ENSG00000162396	475	3	SharedDomain	4		HomologMitoHighConf	Ortholog	0-25ambig	8.9079	0.02	1	"APEX_matrix, GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain"	chr1	55222570	55230226	3	8	13	1.75E+08	14	"smallintestine, largeintestine, stomach"										8.1	7.7	6.9			"Centrosome (APE, Uncertain)"
Tmito	122704	68836	MRPL52	Q86TS9	mitochondrial ribosomal protein L52	ENSG00000172590	123	2	NA	12	-0.12	NoMitoHomolog	NoHomolog	50-75ambig	8.8594	0.02	1	"literature, APEX_matrix, targetP signal, coexpression, MS/MS"	chr14	23299091	23304246	10	7	54	6.17E+08	59	"cerebrum, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7			7.4		7.8	6.8		7.6	8	8.4	7.4	8	7.2	"Mitochondria (APE, Uncertain)"
Tmito	80324	56361	PUS1	MLASA1|Q9Y606	pseudouridylate synthase 1	ENSG00000177192	427	2	SharedDomain	6		OrthologMitoLowConf	NoHomolog		8.8588	0.02	1	"APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, coexpression"	chr12	132413744	132428406																					"Nucleus;Mitochondria (APE, Supportive)"
Tmito	2806	14719	GOT2	KAT4|KATIV|mitAAT|P00505	"glutamic-oxaloacetic transaminase 2, mitochondrial"	ENSG00000125166	430	3	SharedDomain	NA		NoMitoHomolog	NoHomolog	75-100pure	8.8086	0.02	1	"literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain, MS/MS++"	chr16	58741034	58768261	14	43	3958	4.79E+11	80	all 14	10.7	10.3	10.5	10.6	10.6	10.8	10.9	10.4	9.9	10.4	10	10.6	10.6	9.7	
Tmito	55739	69225	CARKD	LP3298|Q8IW45	carbohydrate kinase domain containing	ENSG00000213995	390	3	SharedDomain	3		NoMitoHomolog	NoHomolog	75-100pure	8.8086	0.02	1	"GFP, targetP signal, mito protein domain, MS/MS++"	chr13	111267806	111292342	14	20	186	4.82E+09	76	all 14	8.6	8.1	8.2	8.2	8.3	7.8	8.1	6.9	8.8	7.8	8.9	8.6	9	8.8	"Nucleus;Nucleoli;Cytoplasm (APE, Uncertain)"
Tmito	4537	17718	ND3	MTND3|P03897	"NADH dehydrogenase, subunit 3 (complex I)"	ENSG00000198840	115		MitoDomain	NA		NoMitoHomolog	Ortholog	0-25pure	8.7965	0.019	1	"literature, Rickettsial homolog, mito protein domain+, MS/MS"	chrM	10059	10404	12	2	100	3.92E+09	18	"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"	8.7	8.4	8.7	8	8.9		8.4	8.2	8.5	8.6	8.2	8.4	8.3		"Cytoplasm (APE, Uncertain)"
Tnon_mito	84680	329470	ACCS	ACS|PHACS|Q96QU6	1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)	ENSG00000110455	501		SharedDomain	5		OrthologMitoHighConf	Homolog		8.696	0.019	1	"yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression"	chr11	44087728	44105569																					"Golgi apparatus (APE, Uncertain)"
Tmito	51651	217057	PTRH2	BIT1|PTH2|Q9Y3E5	peptidyl-tRNA hydrolase 2	ENSG00000141378	179		SharedDomain	4		HomologMitoHighConf	NoHomolog	50-75pure	8.5962	0.02	1	"literature, yeast mito homolog, mito protein domain, MS/MS++"	chr17	57774666	57784856	14	12	206	6.11E+09	72	all 14	8.6	8.4	8.7	8.3	8.8	8.7	8.1	8.2	8.6	7.5	8.9	8.5	9	9	"Mitochondria (APE, Supportive)"
Tpossible_mito	9489	74451	PGS1	Q32NB8	phosphatidylglycerophosphate synthase 1	ENSG00000087157	556	3	SharedDomain	0		OrthologMitoHighConf	NoHomolog	0-25ambig	8.591	0.02	1	"targetP signal, yeast mito homolog++, mito protein domain"	chr17	76374734	76420639	3	8	10	2.30E+08	15	"cerebrum, spinalcord, placenta"	8.2			7.3									7.7		"Vesicles;Cytoskeleton (Intermediate filaments);Cell Junctions (APE, Uncertain)"
Tmito	55074	170719	OXR1	TLDC3|Q8N573	oxidation resistance 1	ENSG00000164830	874	4	SharedDomain	1		OrthologMitoLowConf	NoHomolog	25-50ambig	8.5766	0.02	1	"literature, yeast mito homolog+, mito protein domain, MS/MS"	chr8	107282405	107764921	3	28	66	5.89E+08	37	"cerebrum, cerebellum, brainstem"	7.5	8.2	8.6												"Vesicles (APE, Supportive)"
Tnon_mito	127018	226791	LYPLAL1	Q5VWZ2	lysophospholipase-like 1	ENSG00000143353	237	4	SharedDomain	0	-0.72	NoMitoHomolog	NoHomolog	75-100pure	8.5583	0.02	1	"mito protein domain, MS/MS++"	chr1	219347191	219386207	10	14	83	3.60E+09	82	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, largeintestine, placenta, testis"	8.5	8.4	8.5	7.7	9.1	8.5			8.8		7.2		8.4	8.3	"Cytoplasm (APE, Supportive)"
Tnon_mito	54943	246738	DNAJC28	C21orf55|C21orf78|Q9NX36	"DnaJ (Hsp40) homolog, subfamily C, member 28"	ENSG00000177692	388	4	SharedDomain	32		NoMitoHomolog	Homolog	0-25ambig	8.5401	0.021	1	"Rickettsial homolog, mito protein domain, coexpression+"	chr21	34860361	34864030	1	2	2	8.27E+06	6	stomach												6.9			"Nucleus;Nucleoli (APE, Supportive)"
Tnon_mito	9446	14873	GSTO1	GSTO 1-1|GSTTLp28|HEL-S-21|P28|SPG-R|P78417	glutathione S-transferase omega 1	ENSG00000148834	241	5	SharedDomain	0	1.95	HomologMitoLowConf	Homolog	25-50crude	8.5138	0.022	1	"Rickettsial homolog, mito protein domain, induction"	chr10	106013951	106027222	3	7	22	2.24E+08	30	"smallintestine, stomach, placenta"										8.2		7.5	7.4		
Tmito	2356	14287	FPGS	Q05932	folylpolyglutamate synthase	ENSG00000136877	587	2	SharedDomain	4		HomologMitoHighConf	Ortholog		8.3701	0.023	1	"APEX_matrix, GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain"	chr9	130565136	130576360																					
Tpossible_mito	374882	235043	TMEM205	UNQ501|Q6UW68	transmembrane protein 205	ENSG00000105518	189		MitoDomain	7		HomologMitoHighConf	NoHomolog	0-25ambig	8.3641	0.023	1	"yeast mito homolog, mito protein domain+, coexpression"	chr19	11453451	11456981	2	6	25	3.44E+08	25	"liver, adipose"						8.5			7.3						"Nuclear membrane;Plasma membrane (APE, Supportive)"
Tpossible_mito	401612	67062	SLC25A53	MCART6|Q5H9E4	"solute carrier family 25, member 53"	ENSG00000176274	307		MitoDomain	0		OrthologMitoLowConf	NoHomolog	0-25ambig	8.3463	0.023	1	"yeast mito homolog+, mito protein domain+"	chrX	103343897	103401708	1	2	2	1.10E+07	6	testis														7	"Nucleus (APE, Uncertain)"
Tmito	150209	72168	AIFM3	AIFL|Q96NN9	"apoptosis-inducing factor, mitochondrion-associated, 3"	ENSG00000183773	605		MitoDomain	1		HomologMitoHighConf	Ortholog		8.3282	0.023	1	"literature, yeast mito homolog, Rickettsial homolog, mito protein domain+"	chr22	21319417	21335649																					
Tpossible_mito	4257	56615	MGST1	GST12|MGST|MGST-I|P10620	microsomal glutathione S-transferase 1	ENSG00000008394	155		SharedDomain	5		NoMitoHomolog	NoHomolog	75-100pure	8.3245	0.023	1	"mito protein domain, coexpression, MS/MS++"	chr12	16500075	16530123	12	17	637	3.64E+10	94	"cerebrum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	6.5		7.3	8.3		10.4	7	7.7	9.6	9	8.7	7.2	8.6	9.3	"Mitochondria (APE, Uncertain)"
Tnon_mito	154664	268379	ABCA13	Q86UQ4	"ATP-binding cassette, sub-family A (ABC1), member 13"	ENSG00000179869	5058		SharedDomain	2		OrthologMitoLowConf	Homolog	0-25pure	8.2868	0.023	1	"yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS"	chr7	48211056	48687091	6	13	25	9.09E+08	4	"cerebrum, brainstem, spinalcord, kidney, liver, adipose"	8		7.4	8.5	7.9	8.5			8						
Tmito	51537	67900	MTFP1	MTP18|Q9UDX5	mitochondrial fission process 1	ENSG00000242114	166		NA	14	1.18	NoMitoHomolog	NoHomolog	75-100ambig	8.2655	0.024	1	"literature, induction, coexpression, MS/MS+"	chr22	30821610	30825041	14	14	302	1.12E+10	92	all 14	9.3	9.2	9.4	8.7	8.9	8.8	9.2	8.6	8.1	8.3	8.4	8.7	7.5	8.4	
Tnon_mito	10381	22152	TUBB3	CDCBM|CDCBM1|CFEOM3|CFEOM3A|FEOM3|TUBB4|beta-4|Q13509	"tubulin, beta 3 class III"	ENSG00000198211	450		MitoDomain	0	-0.36	NoMitoHomolog	Ortholog	50-75crude	8.245	0.024	1	"Rickettsial homolog, mito protein domain+"	chr16	89988416	90002505	11	23	344	1.68E+10	63	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, stomach, placenta, testis"	9.1	8.7	9.5	9.1	7.3	7.1			8.8	8.6		7.8	8.5	10	
Tpossible_mito	51287	68185	COA4	CHCHD8|CMC3|E2IG2|Q9NYJ1	cytochrome c oxidase assembly factor 4 homolog (S. cerevisiae)	ENSG00000181924	87		SharedDomain	NA		OrthologMitoHighConf	NoHomolog	25-50ambig	8.2222	0.025	1	"yeast mito homolog++, mito protein domain, MS/MS"	chr11	73583712	73587890	1	2	2	7.74E+06	41	placenta													6.9		"Nucleus;Nucleoli (APE, Uncertain)"
Tmito	60491	65102	NIF3L1	ALS2CR1|CALS-7|Q9GZT8	NIF3 NGG1 interacting factor 3-like 1 (S. cerevisiae)	ENSG00000196290	377	3	NonMitoDomain	9	-0.55	HomologMitoHighConf	NoHomolog	25-50pure	8.1782	0.025	1	"APEX_matrix, targetP signal, yeast mito homolog, coexpression, MS/MS+"	chr2	201754049	201768655	9	15	69	1.06E+09	46	"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, placenta, testis"	8.1	8	8.5	7.7				7.2	8.1		7.5		8.4	7.9	"Vesicles (APE, Uncertain)"
Tmito	126789	433813	PUSL1	Q8N0Z8	pseudouridylate synthase-like 1	ENSG00000169972	303	5	SharedDomain	NA		OrthologMitoLowConf	Homolog	0-25ambig	8.1744	0.025	1	"APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain"	chr1	1243993	1247057	4	7	11	1.26E+08	24	"cerebrum, spinalcord, largeintestine, placenta"	7			7							7.8		7.7		"Vesicles (APE, Supportive)"
Tpossible_mito	113675	257635	SDSL	SDH 2|SDS-RS1|TDH|Q96GA7	serine dehydratase-like	ENSG00000139410	329		SharedDomain	10		OrthologMitoLowConf	Homolog		8.1111	0.025	1	"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression"	chr12	113860215	113876081																					"Cytoplasm (APE, Uncertain)"
Tmito	581	12028	BAX	BCL2L4|Q07812	BCL2-associated X protein	ENSG00000087088	218		SharedDomain	6	-0.41	NoMitoHomolog	NoHomolog	50-75pure	8.0787	0.025	1	"literature, mito protein domain, coexpression, MS/MS++"	chr19	49458116	49465055	7	9	40	5.44E+08	55	"cerebrum, cerebellum, brainstem, adipose, largeintestine, placenta, testis"	7.1	6.8	7						7.5		8.5		7.9	7.9	
Tmito	57506	228607	MAVS	CARDIF|IPS-1|IPS1|VISA|Q7Z434	mitochondrial antiviral signaling protein	ENSG00000088888	540		NA	32	1.11	NoMitoHomolog	NoHomolog	25-50ambig	8.0699	0.025	1	"literature, induction, coexpression+, MS/MS"	chr20	3827445	3856770	5	11	50	6.09E+08	33	"brainstem, skeletalmuscle, adipose, placenta, testis"			7.8					8.5	7.7				6.8	8.2	"Mitochondria (APE, Supportive)"
Tmito	64745	52535	METTL17	METT11D1|Q9H7H0	methyltransferase like 17	ENSG00000165792	478		MitoDomain	2		OrthologMitoHighConf	NoHomolog		8.0113	0.025	1	"GFP, yeast mito homolog++, mito protein domain+"	chr14	21457964	21465194																					"Nucleus (APE, Supportive)"
Tpossible_mito	32	100705	ACACB	ACC2|ACCB|HACC275|O00763	acetyl-CoA carboxylase beta	ENSG00000076555	2458		SharedDomain	30		HomologMitoLowConf	Homolog	0-25ambig	7.9777	0.025	1	"Rickettsial homolog, mito protein domain, coexpression+"	chr12	109577201	109706030	11	16	69	6.16E+08	8	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, largeintestine, stomach, placenta, testis"	7.2	7.4	7.6	6.5	7.7	8.3			8.2		7.3	7.5	7.8	7.5	"Cytoplasm (APE, Uncertain)"
Tmito	384	11847	ARG2	P78540	arginase 2	ENSG00000081181	354	1	SharedDomain	1		NoMitoHomolog	NoHomolog	50-75ambig	7.9705	0.025	1	"literature, APEX_matrix, targetP signal+, mito protein domain, MS/MS"	chr14	68086578	68118436	5	19	299	4.04E+10	73	"kidney, adipose, smallintestine, largeintestine, placenta"					8.1				6.8	10.6	8.8		8.6		"Mitochondria (APE, Supportive)"
Tmito	55149	67440	MTPAP	PAPD1|SPAX4|Q9NVV4	mitochondrial poly(A) polymerase	ENSG00000107951	582	1	SharedDomain	3	0.93	NoMitoHomolog	NoHomolog	25-50crude	7.9277	0.025	1	"literature, APEX_matrix, targetP signal+, mito protein domain, induction"	chr10	30598729	30638267	11	22	121	1.26E+09	49	"cerebrum, cerebellum, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.5	7.7		7.7		7.5		7.4	7.9	7.7	8.4	7.4	8.7	8.2	"Mitochondria (APE, Supportive)"
Tmito	79714	66658	CCDC51	Q96ER9	coiled-coil domain containing 51	ENSG00000164051	411	2	NA	1		NoMitoHomolog	NoHomolog	50-75pure	7.9144	0.025	1	"APEX_matrix, targetP signal, MS/MS++"	chr3	48473579	48481529	14	26	139	2.20E+09	60	all 14	8.3	7.7	8.2	6.9	8.7	7.6	7.7	7.6	8.2	8.1	8.4	7.2	8.8	7.5	"Mitochondria (APE, Supportive)"
Tmito	79783	192136	SUGCT	C7orf10|DERP13|ORF19|Q9HAC7	succinylCoA:glutarate-CoA transferase	ENSG00000175600	471	3	SharedDomain	7		NoMitoHomolog	NoHomolog	25-50pure	7.8716	0.025	1	"APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS+"	chr7	40174574	40900366	3	12	34	1.61E+09	42	"kidney, liver, testis"					9.1	8.4								7.4	
Tmito	10059	74006	DNM1L	DLP1|DRP1|DVLP|DYMPLE|EMPF|HDYNIV|O00429	dynamin 1-like	ENSG00000087470	749		SharedDomain	1	0.88	OrthologMitoLowConf	NoHomolog	50-75crude	7.8545	0.025	1	"literature, yeast mito homolog+, mito protein domain, induction"	chr12	32832133	32898584	4	29	84	9.36E+08	52	"cerebrum, cerebellum, brainstem, spinalcord"	7.3	8.1	8.7	8.5											"Cytoplasm (APE, Supportive)"
Tpossible_mito	4898	230598	NRD1	hNRD1|hNRD2|O43847	nardilysin (N-arginine dibasic convertase)	ENSG00000078618	1219	3	MitoDomain	1		NoMitoHomolog	Homolog	0-25ambig	7.7642	0.025	1	"targetP signal, Rickettsial homolog, mito protein domain+"	chr1	52254865	52344609	1	19	20	1.44E+08	21	testis														8.2	"Nucleus but not nucleoli (APE, Uncertain)"
Tpossible_mito	55863	68472	TMEM126B	Q8IUX1	transmembrane protein 126B	ENSG00000171204	230	3	MitoDomain	NA		NoMitoHomolog	NoHomolog	25-50ambig	7.761	0.025	1	"targetP signal, mito protein domain+, MS/MS"	chr11	85339616	85347583	13	8	61	9.35E+08	35	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.3	8.2	8.3	7.7		7.2	7.3	7.7	7.7	7.2	7.8	7.4	7.7	7.8	"Mitochondria (APE, Supportive)"
Tmito	387338	72181	NSUN4	RP4-603I14.2|SHTAP|Q96CB9	"NOP2/Sun domain family, member 4"	ENSG00000117481	384	3	SharedDomain	12	1.32	NoMitoHomolog	NoHomolog	0-25ambig	7.744	0.025	1	"APEX_matrix, targetP signal, mito protein domain, induction, coexpression"	chr1	46805848	46830824	1	4	5	8.19E+07	12	placenta													7.9		
Tpossible_mito	79611	380660	ACSS3	Q9H6R3	acyl-CoA synthetase short-chain family member 3	ENSG00000111058	686	4	SharedDomain	NA		HomologMitoLowConf	Homolog	50-75ambig	7.6981	0.025	1	"Rickettsial homolog, mito protein domain, MS/MS"	chr12	81471808	81649582	5	32	184	5.20E+09	52	"kidney, liver, adipose, placenta, testis"					8	9.1			9.4				9	8.1	"Mitochondria (APE, Uncertain)"
Tnon_mito	116151	67017	FAM210B	5A3|C20orf108|dJ1167H4.1|Q96KR6	"family with sequence similarity 210, member B"	ENSG00000124098	192	3	NA	8		HomologMitoHighConf	NoHomolog	25-50ambig	7.6889	0.025	1	"targetP signal, yeast mito homolog, coexpression, MS/MS"	chr20	54933982	54943718	11	8	122	1.52E+09	33	"cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.9	7.6	7.3	6.9		8.4			7.6	7.8	7.8	7.5	8.6	8.7	"Plasma membrane;Cytoplasm (APE, Uncertain)"
Tmito	79863	68731	RBFA	C18orf22|HsT169|Q8N0V3	ribosome binding factor A (putative)	ENSG00000101546	343	1	NA	5		NoMitoHomolog	Ortholog		7.663	0.026	1	"APEX_matrix, targetP signal+, Rickettsial homolog, coexpression"	chr18	77794345	77810652																					"Mitochondria (APE, Supportive)"
Tmito	493856	67006	CISD2	ERIS|Miner1|NAF-1|WFS2|ZCD2|Q8N5K1	CDGSH iron sulfur domain 2	ENSG00000145354	135	5	SharedDomain	29	0.53	NoMitoHomolog	NoHomolog	0-25ambig	7.6542	0.026	1	"literature, mito protein domain, induction, coexpression"	chr4	103790134	103813963	1	2	3	2.77E+07	20	testis														7.4	"Endoplasmic reticulum (APE, Supportive)"
Tmito	254042	66559	METAP1D	MAP 1D|MAP1D|MetAP 1D|Metap1l|Q6UB28	methionyl aminopeptidase type 1D (mitochondrial)	ENSG00000172878	335	2	SharedDomain	20		NoMitoHomolog	Homolog		7.6531	0.026	1	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression"	chr2	172864803	172945587																					"Vesicles (APE, Supportive)"
Tnon_mito	10768	229709	AHCYL1	DCAL|IRBIT|PRO0233|XPVKONA|O43865	adenosylhomocysteinase-like 1	ENSG00000168710	530	3	MitoDomain	3	0.61	NoMitoHomolog	NoHomolog	0-25crude	7.642	0.026	1	"targetP signal, mito protein domain+, induction"	chr1	110527386	110566364	4	6	16	9.39E+07	10	"brainstem, spinalcord, smallintestine, stomach"			7.8	7.3						6.1		5.8			"Cytoplasm (Staining, Uncertain)"
Tmito	25934	73398	NIPSNAP3A	NIPSNAP4|TASSC|Q9UFN0	nipsnap homolog 3A (C. elegans)	ENSG00000136783	247	1	NonMitoDomain	2		NoMitoHomolog	NoHomolog	50-75pure	7.6248	0.027	1	"APEX_matrix, targetP signal+, MS/MS++"	chr9	107509968	107522403	12	13	76	2.72E+09	74	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.9	7.4	7.4	7.8	8.1	8.6			7.9	8.5	8	7.8	8.4	9.1	
